0.1	0.9254497965804025
0.2	1.3140400648015342
0.3	1.5926372930721757
0.4	1.809348074522068
0.5	1.9865119119292993
0.6	2.136278121545926
0.7	2.2659617277919404
0.8	2.380300422744869
0.9	2.4825354342329335
1.0	2.574980662152764
1.1	2.659345153853388
1.2	2.7369267886641775
1.3	2.808734260228888
1.4	2.8755669841765776
1.5	2.9380692087471543
1.6	2.9967677094320275
1.7	3.052098698634722
1.8	3.104427450968688
1.9	3.1540628878540264
2.0	3.201268598527747
2.1	3.2462712932921614
2.2	3.28926737472365
2.3	3.330428108088342
2.4	3.3699037345515936
2.5	3.407826776332799
2.6	3.4443147170575985
2.7	3.4794721938507136
2.8	3.513392804129393
2.9	3.546160605591982
3.0	3.57785136985541
3.1	3.608533636742017
3.2	3.63826960607845
3.3	3.6671158961556465
3.4	3.6951241920761655
3.5	3.722341802628734
3.6	3.748812140750063
3.7	3.77457513981879
3.8	3.7996676157969382
3.9	3.8241235834569602
4.0	3.8479745335065823
4.1	3.8712496762730746
4.2	3.8939761566747713
4.3	3.9161792444459023
4.4	3.9378825029560347
4.5	3.9591079394507585
4.6	3.9798761391141433
4.7	4.000206384999315
4.8	4.020116765577729
4.9	4.039624271409925
5.0	4.058744882231886
5.1	4.077493645575112
5.2	4.09588474788917
5.3	4.113931579008641
5.4	4.131646790698073
5.5	4.149042349915949
5.6	4.166129587359155
5.7	4.182919241780985
5.8	4.1994215005166975
5.9	4.215646036599486
6.0	4.231602042805382
6.1	4.247298262927061
6.2	4.262743020542862
6.3	4.277944245517957
6.4	4.292909498448863
6.5	4.307645993239898
6.6	4.322160617980291
6.7	4.336459954273188
6.8	4.3505502951522566
6.9	4.364437661707983
7.0	4.378127818533564
7.1	4.391626288089548
7.2	4.404938364076823
7.3	4.418069123898944
7.4	4.431023440287233
7.5	4.443805992155268
7.6	4.456421274743209
7.7	4.468873609107048
7.8	4.481167151002856
7.9	4.4933058992117605
8.0	4.505293703347353
8.1	4.517134271183679
8.2	4.5288311755387
8.3	4.540387860745207
8.4	4.551807648738485
8.5	4.56309374478768
8.6	4.57424924289556
8.7	4.585277130889473
8.8	4.59618029522442
8.9	4.606961525517578
9.0	4.617623518832086
9.1	4.628168883726547
9.2	4.638600144085466
9.3	4.648919742744673
9.4	4.659130044924779
9.5	4.66923334148472
9.6	4.6792318520065965
9.7	4.689127727722186
9.8	4.698923054290785
9.9	4.708619854437366
10.0	4.718220090459359
10.1	4.985781195374218
10.2	5.049957124390012
10.3	5.091543899554432
10.4	5.1237331378454085
10.5	5.150711725002622
10.6	5.1743557832382505
10.7	5.195670030962207
10.8	5.215256072279205
10.9	5.233503053526402
11.0	5.2506774234217
11.1	5.266969780663893
11.2	5.282521293276478
11.3	5.297439527057467
11.4	5.311808402045393
11.5	5.325694711587147
11.6	5.339152536689661
11.7	5.352226321951862
11.8	5.3649530724104135
11.9	5.377363956624643
12.0	5.389485498801904
12.1	5.40134048029495
12.2	5.4129486315997815
12.3	5.424327170729209
12.4	5.435491227186734
12.5	5.446454179554748
12.6	5.4572279270190425
12.7	5.467823109782731
12.8	5.478249289516002
12.9	5.488515098250432
13.0	5.498628362131265
13.1	5.508596204969363
13.2	5.518425135436525
13.3	5.528121120920169
13.4	5.5376896504233795
13.5	5.547135788412377
13.6	5.55646422113857
13.7	5.565679296669615
13.8	5.574785059633676
13.9	5.583785281498537
14.0	5.592683487061816
14.1	5.6014829777117
14.2	5.61018685192337
14.3	5.618798023379778
14.4	5.627319237042947
14.5	5.63575308345075
14.6	5.64410201147189
14.7	5.652368339716846
14.8	5.660554266773406
14.9	5.668661880411223
15.0	5.6766931658793505
15.1	5.684650013403651
15.2	5.692534224976458
15.3	5.70034752051857
15.4	5.708091543483269
15.5	5.715767865963076
15.6	5.7233779933523845
15.7	5.7309233686125065
15.8	5.738405376180085
15.9	5.745825345554877
16.0	5.753184554598801
16.1	5.760484232574344
16.2	5.767725562947374
16.3	5.774909685976539
16.4	5.78203770110901
16.5	5.789110669200248
16.6	5.7961296145735375
16.7	5.803095526933437
16.8	5.81000936314581
16.9	5.81687204889584
17.0	5.823684480234279
17.1	5.830447525021191
17.2	5.837162024275531
17.3	5.843828793438145
17.4	5.850448623555002
17.5	5.857022282386913
17.6	5.863550515451346
17.7	5.870034047001497
17.8	5.8764735809473
17.9	5.882869801722611
18.0	5.889223375102524
18.1	5.8955349489743245
18.2	5.901805154065403
18.3	5.908034604631073
